YEAR,LOC,X04_PRCP,X05_PRCP,X06_PRCP,X07_PRCP,X08_PRCP,X09_PRCP,X10_PRCP,X04_TAVG,X05_TAVG,X06_TAVG,X07_TAVG,X08_TAVG,X09_TAVG,X10_TAVG,X04_DP01,X05_DP01,X06_DP01,X07_DP01,X08_DP01,X09_DP01,X10_DP01,X04_DP10,X05_DP10,X06_DP10,X07_DP10,X08_DP10,X09_DP10,X10_DP10,X04_HTDD,X05_HTDD,X06_HTDD,X07_HTDD,X08_HTDD,X09_HTDD,X10_HTDD,X04_CLDD,X05_CLDD,X06_CLDD,X07_CLDD,X08_CLDD,X09_CLDD,X10_CLDD,cfvo_0_5cm,cfvo_5_15cm,cfvo_15_30cm,cfvo_30_60cm,cfvo_60_100cm,cfvo_100_200cm,clay_0_5cm,clay_5_15cm,clay_15_30cm,clay_30_60cm,clay_60_100cm,clay_100_200cm,silt_0_5cm,silt_5_15cm,silt_15_30cm,silt_30_60cm,silt_60_100cm,silt_100_200cm,nitrogen_0_5cm,nitrogen_5_15cm,nitrogen_15_30cm,nitrogen_30_60cm,nitrogen_60_100cm,nitrogen_100_200cm,sand_0_5cm,sand_5_15cm,sand_15_30cm,sand_30_60cm,sand_60_100cm,sand_100_200cm,phh2o_0_5cm,phh2o_5_15cm,phh2o_15_30cm,phh2o_30_60cm,phh2o_60_100cm,phh2o_100_200cm,soc_0_5cm,soc_5_15cm,soc_15_30cm,soc_30_60cm,soc_60_100cm,soc_100_200cm
2001,ILBR,70.2,114.5,98.9,85.2,68,123.6882353,82.71764706,12.75,17.37,20.19,23.59,22.42,17.64294118,10.94470588,15,17,13,11,10,10,8.294117647,7,10,7,4,5,5,5.235294118,177.2,74.2,38.5,0.5,2.3,63.74705882,209.1294118,9.7,43.6,92.6,160.9,129.1,30.6,5.205882353,6,6,6,6,10,12,378,370,374,411,412,371,574,588,585,549,548,569,524,213,149,107,62,38,48,43,42,40,40,61,63,63,63,63,63,68,339,204,137,93,37,18
2003,ILBR,78.11764706,116.4882353,86.58235294,85.91176471,89.07058824,82.75294118,87.81176471,10.81411765,16.36941176,21.87294118,23.36882353,22.65529412,18.42117647,11.66470588,8.882352941,12.29411765,9.588235294,8.882352941,9.117647059,7,8,6.411764706,8,6.058823529,6.352941176,6.058823529,4.529411765,5.647058824,224.6058824,93.24117647,10.86470588,1.047058824,3.141176471,61.54117647,208.7294118,6.635294118,34.79411765,114.2,154.5352941,135.6470588,52.51764706,8.411764706,6,6,6,6,10,12,378,370,374,411,412,371,574,588,585,549,548,569,524,213,149,107,62,38,48,43,42,40,40,61,63,63,63,63,63,68,339,204,137,93,37,18
2004,ILBR,35.3,145.4,54.5,106.2,105.6,87.02352941,93.20588235,11.51,18.18,20.72,21.98,19.35,18.10529412,10.71823529,3,17,10,9,11,1,8.941176471,2,11,5,9,9,1,5.470588235,222,68.5,12.8,3.1,33,53.46470588,232.7411765,17.2,63.6,84.4,116,64.7,53.3,4.323529412,6,6,6,6,10,12,378,370,374,411,412,371,574,588,585,549,548,569,524,213,149,107,62,38,48,43,42,40,40,61,63,63,63,63,63,68,339,204,137,93,37,18
2005,ILBR,42,28.8,42.1,60.9,70.5,78.78823529,48.76470588,12.57,16.27,24.13,24.28,23.16,18.89,10.99352941,8,7,3,7,8,11,6,4,4,2,6,6,7,3.411764706,167.2,95,0.8,1.1,0.6,50.91764706,218.2470588,9.1,31.1,174.6,185.3,148.7,93.8,9.264705882,6,6,6,6,10,12,378,370,374,411,412,371,574,588,585,549,548,569,524,213,149,107,62,38,48,43,42,40,40,61,63,63,63,63,63,68,339,204,137,93,37,18
2006,ILBR,130.1,63.8,31.7,64.6,151.6,87.09411765,68.87647059,12.78,16.63,21.68,25.22,22.8,18.20588235,11.08176471,11,11,12,8,13,9,8.058823529,8,5,5,5,9,4,4.588235294,161.8,103.1,12.8,0,0,60.56470588,226.5411765,4.2,50.3,113.2,213.4,138.4,24.2,10.04705882,6,6,6,6,10,12,378,370,374,411,412,371,574,588,585,549,548,569,524,213,149,107,62,38,48,43,42,40,40,61,63,63,63,63,63,68,339,204,137,93,37,18
2007,ILBR,78.03529412,86.57058824,104.8,112.0764706,86.81176471,110.5529412,76.01764706,10.72,16.48,22.09705882,23.31647059,22.65588235,18.42117647,11.66470588,9.470588235,11.17647059,9.941176471,9.529411765,8.941176471,7.117647059,7.117647059,6.411764706,7.058823529,6.352941176,7.117647059,5.941176471,4.705882353,4.705882353,227.0529412,89.93529412,7.888235294,0.882352941,2.958823529,55.87647059,208.7294118,5.747058824,34.90588235,117.9411765,152.7647059,135.4823529,56.41176471,8.411764706,6,6,6,6,10,12,378,370,374,411,412,371,574,588,585,549,548,569,524,213,149,107,62,38,48,43,42,40,40,61,63,63,63,63,63,68,339,204,137,93,37,18
2008,ILBR,77.6,86.5,142.8,73.9,38.4,110.3647059,66.26470588,10.55,15.18,22.64,23.06,20.97,17.44764706,10.62352941,13,12,15,10,7,13,6.941176471,9,9,10,5,5,11,4.588235294,234.1,101.1,1.9,1.1,3,66.27647059,220.6705882,4.7,11.2,131,147.6,84.8,46,3.952941176,6,6,6,6,10,12,378,370,374,411,412,371,574,588,585,549,548,569,524,213,149,107,62,38,48,43,42,40,40,61,63,63,63,63,63,68,339,204,137,93,37,18
2004,ILCP,37.8,222.6,101.9,29,97.8,6.6,58.1,11.25058824,16.06411765,20.33882353,23.07058824,21.21117647,18.40941176,11.64411765,4,18,10,7,10,1,12,3,11,6,4,6,1,6,216.3823529,96.95294118,25.22352941,3.394117647,17.91176471,44.13529412,223.2764706,7.917647059,28.34705882,80.88235294,147.9176471,106.5882353,43.57647059,6.923529412,13,13,14,18,42,67,284,285,322,362,321,165,596,598,571,527,478,374,1393,533,410,345,320,293,120,117,107,112,201,461,62,62,62,62,63,70,382,294,153,84,25,16
2005,ILCP,35.1,56,36.6,44.7,118.6,83.6,13.2,12.34941176,15.65294118,23.06647059,24.63117647,23.13823529,19.11470588,11.15529412,10,10,8,9,6,8,3,6,5,3,5,4,7,2,180.9411765,110.7588235,5.447058824,0.770588235,1.588235294,53.14117647,223.6941176,7.352941176,29.31176471,144.3235294,192.7176471,147.9117647,73.50588235,9.517647059,13,13,14,18,42,67,284,285,322,362,321,165,596,598,571,527,478,374,1393,533,410,345,320,293,120,117,107,112,201,461,62,62,62,62,63,70,382,294,153,84,25,16
2006,ILCP,98.9,103.8,101.4,107.5,109.2,74.1,93.3,10.60647059,16.02176471,21.05176471,23.73588235,22.32882353,17.44352941,11.52823529,13,18,15,11,8,14,16,7,13,11,6,6,8,7,233.6058824,97.98823529,19.2,0.911764706,4.105882353,74.07647059,207.7235294,8.588235294,29.08823529,97.38823529,164.2176471,128.8,52.63529412,6.017647059,13,13,14,18,42,67,284,285,322,362,321,165,596,598,571,527,478,374,1393,533,410,345,320,293,120,117,107,112,201,461,62,62,62,62,63,70,382,294,153,84,25,16
2007,ILCP,99.6,34.7,137.5,158,293.3,25.2,64.2,9.610588235,17.40117647,21.31764706,23.07235294,22.69470588,18.84352941,10.56352941,12,8,13,9,14,6,11,8,3,8,4,11,3,6,265.0411765,74.85882353,11.21176471,0.547058824,6.211764706,53.85294118,239.9352941,8.405882353,45.74117647,100.3352941,145.1411765,156.8,53.67647059,14.68235294,13,13,14,18,42,67,284,285,322,362,321,165,596,598,571,527,478,374,1393,533,410,345,320,293,120,117,107,112,201,461,62,62,62,62,63,70,382,294,153,84,25,16
2006,IASU,94,72.4,34.3,59.8,184.7,90.07647059,76.06470588,11.19,15.04,20.26,24.02,22.13,16.93705882,10.67941176,12,13,8,7,13,12,7.647058824,8,7,5,4,11,7,4.823529412,215.3,137.8,18.3,0.5,3.6,77.09411765,236.0705882,0.8,35.6,76.1,177,121.4,10.9,5.270588235,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2008,IASU,159.4,125.4,232.2,188.6,42.3,149.9470588,50.22941176,7.48,13.25,20.32,22.2,20.1,17.20352941,10.11823529,15,14,13,15,11,12,6.470588235,11,10,9,9,5,8,4.117647059,325.7,162.4,9.4,0.8,9.2,74.54705882,241.9411765,0,4.7,69.1,105.2,63.9,22.8,4.058823529,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2000,NECO,47.6,38.1,40.2,98.5,7.7,66.22352941,53.96470588,9.73,17.36,20.89,24.67,25.42,18.27235294,11.09882353,5,6,5,8,8,6,6.117647059,3,2,3,6,1,3,3.941176471,258.2,59.4,15,0,0.8,57.24705882,220.4823529,0,27.8,91.8,187.8,207.2,74.1,8.994117647,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2001,NECO,129.9,70.1,49.7,48.3,103.7,80.05882353,55.63529412,10.87,15.33,19.96,25.98,23.18,18.22705882,10.83352941,10,7,7,9,8,6,7.294117647,8,5,5,4,7,6,4.294117647,229.6,107.1,45.9,0,0,61.14705882,253.6,5.8,20,88.7,237.1,150.3,38.9,8.988235294,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2004,NECO,59.3,45.6,65.7,109.9,50.2,78.87647059,44.5,10.36,17.12,18.93,22.71,20.55,17.66235294,10.83352941,9,8,7,10,5,4,6.823529412,6,7,6,9,5,4,3.882352941,235.8,72.2,43.5,2.5,23.1,65.65882353,251.1117647,1.7,37.5,61.5,138.5,91.9,70.7,7.241176471,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2005,NECO,36.3,88.6,106.3,46.7,73.9,72.22941176,53.06470588,10.43,15.76,22.25,25.45,23.93,18.68647059,11.29882353,6,9,11,6,11,3,6.823529412,4,5,7,4,9,0,4.058823529,237,111.6,6.6,1.7,0,47.30588235,229.1529412,0,31.9,124.2,222.4,173.6,90.5,10.70588235,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2006,NECO,48.9,25.4,102,124.2,62.9,91.84117647,44.38823529,13.38,17.95,23.66,26.21,23.22,19.05,11.84176471,7,6,9,8,7,6,7,4,4,7,5,4,5,3.647058824,152.4,78.2,0.3,0,2.7,43.95882353,206.6529412,7.2,66.3,159.9,244.3,154.4,18.1,13.21764706,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2000,INEL,44.5,123.2,108.9,94.3,105.0294118,102.2,92.05294118,10.03,17.5,20.6,21.97,20.93941176,17.22,10.72294118,8,12,14,11,9.647058824,10,10,4,6,10,7,7.058823529,7,3,227.2647059,60.7,17,3.1,18.94705882,77.5,218.1823529,10.52352941,35,80.4,104.9,96.26470588,43.1,7.8,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2001,INEL,87.5,111,102.5882353,126.5,102.7,72.7,174.5,13.54,17.37,20.56647059,23.19,23.34,18.31705882,11.92235294,11,15,11.70588235,10,8,4,9,6,12,7.764705882,10,7,4,9,152,60.1,23.81176471,3,0,55.93529412,171.5,18.6,30.4,89.41176471,140.4,150.3,44.43529412,2.8,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2002,INEL,73.27647059,74.85882353,48.1,43.8,153.1,91.5,58.2,11.44529412,15.77941176,22.71,24.82,23.22,19.87,10.73,8.470588235,9.294117647,9,6,9,5,7,5.470588235,5.941176471,5,6,7,3,4,213.2,112.1176471,7.6,0,0,26.1,256,9.823529412,35.70588235,139,201.2,141.6,72.3,20.2,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2003,INEL,71.45882353,124.3705882,103.3764706,142.3764706,117.6117647,85.17058824,96.24117647,11.90352941,16.11176471,21.37352941,23.10647059,22.36,19.07764706,10.69235294,8.882352941,12.41176471,10.82352941,10.70588235,8.823529412,7,9.176470588,6,9.235294118,7.764705882,8.176470588,6.823529412,5.117647059,5.705882353,199.7470588,100.1705882,13.17058824,1.594117647,6.547058824,39.50588235,217.5470588,10.2,32.61764706,102.8058824,145.3823529,129.2705882,52.5,10.16470588,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2004,INEL,36.3,98.4,134.2,58.6,112.7,94.35294118,107.5705882,11.12,19.06,20.48,21.67,20.12,17.61117647,10.71823529,5,11,12,8,8,5,9.058823529,4,9,8,8,7,3,5.823529412,225,57.9,17.3,3.9,24.2,60.44117647,227.1470588,8.5,80.5,81.7,107.2,79.6,68.7,7.041176471,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2005,INEL,128.3,40.7,74.6,85.5,63.7,81.91764706,84.48823529,11.54,14.63,22.94,23.51,23.18,17.89058824,10.88117647,9,4,7,9,6,7,8.176470588,9,4,6,6,5,7,5.176470588,195.8,127,6.1,0.3,0.8,58.89411765,231.5294118,6.1,11.7,144.3,145.2,151.2,69.2,7.758823529,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2006,INEL,93.4,112.7,167.9,77.7,170.6,87.66470588,86.58235294,12.08,15.08,20.84,24.08,22.72,17.67470588,10.98882353,10,12,13,8,9,9,8.529411765,8,11,13,8,8,9,5.470588235,190.2,138.2,11.6,0.6,0,63.27647059,220.8529412,2.5,37.3,86.8,178.7,136.1,22,9.641176471,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2008,INEL,98.39411765,135.1,138.1,166.6,57.9,42.7,89.47058824,9.968235294,13.81,22.12,22.55,20.92,19.44,10.11529412,11,17,15,12,7,9,9.705882353,6.941176471,10,11,8,5,5,6,243.6352941,150.1,1.9,1.7,3,17.5,240.2941176,2.729411765,10,115.4,132.6,83.3,50.8,5.923529412,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2001,INNE,57.5,51.6,90.3,153.1,159.8,83.2,172,10.45058824,16.66588235,21.29411765,22.80764706,22.00176471,17.81176471,10.58647059,10,11,11,13,11,7,7,5,6,8,6,7,5,5,240.4529412,87.04705882,16.67647059,2.341176471,8.2,63.29411765,212.0352941,6.582352941,37.1,104.0882353,138.5470588,131.6705882,52.92941176,7,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2002,INNE,180.4,141.4,61.8,42.1,39.6,220.3,83.4,9.254117647,14.53705882,21.00941176,23.37235294,22.32941176,19.07823529,10.57294118,11,13,7,9,8,7,11,9,11,4,5,5,6,7,273.9294118,133.6294118,14.82941176,1.405882353,4.947058824,43.18823529,240.4352941,6.029411765,15.82941176,94.41764706,154.9647059,127.5,48.8,6.717647059,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2003,INNE,149.3,186.1,93.2,70.4,60.3,68.1,21.4,10.69941176,15.34823529,21.61882353,23.80529412,22.39294118,18.81647059,11.13117647,12,14,5,8,7,10,5,10,10,4,5,4,6,4,230.7647059,118.7294118,16.2,2.352941176,5.817647059,47.02352941,222.4352941,8.152941176,24.8,105.5352941,168.1058824,130.0058824,62.37647059,8.658823529,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2005,INNE,64.7,50.3,84.5,99.6,196.2,36.3,12,10.03529412,16.76176471,21.54235294,23.27823529,21.93588235,18.32588235,10.84823529,11,3,6,9,12,4,4,7,3,4,6,9,3,2,254.9647059,89.32352941,14.54705882,1.770588235,11.22941176,62.44117647,240.6176471,9.147058824,43.74117647,109.6470588,153.0588235,126.6882353,59.09411765,9.394117647,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2007,INNE,136.6,46.7,32.9,64.6,25.3,57.2,100.3,11.63470588,17.00235294,22.45,24.66058824,24.45176471,18.92411765,10.56529412,11,5,11,7,5,6,6,7,4,6,6,4,4,6,202.1941176,82.43529412,8.147058824,0.182352941,1.711764706,48.99411765,243.1411765,6.676470588,41.01764706,127.3411765,190.8352941,184.7764706,91.41176471,8.658823529,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2006,MOCR,117,91.3,65.6,187.1,106.7,233.7,75.61176471,15.56764706,20.34,25.37,27.73,27.06,20.62,11.54764706,10,17,5,8,8,8,7.235294118,6,8,2,7,5,8,4.529411765,111.8058824,30.6,0,0,0,18.8,193.5294118,31.19411765,92.7,203.3,281,270.7,87.5,27.2,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2007,MOCR,93.71764706,135.6294118,103.5823529,96.66470588,131.4411765,122.1705882,44.16470588,12.50411765,18.23882353,23.16764706,25.09588235,23.91941176,18.85941176,10.76294118,9.470588235,12.64705882,9.882352941,8.176470588,9.058823529,8.352941176,6.470588235,6.647058824,7.764705882,6.647058824,5.529411765,5.411764706,5.705882353,3.588235294,188.4764706,63.67058824,4.217647059,0.852941176,5.111764706,54.77647059,258.5882353,15.73529412,60.37647059,146.3882353,206.5705882,193.1705882,66.02941176,14.88235294,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
